鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
北屯區,房地(土地+建物)+車位,天津路三段１１５號,23.0,都市：其他:第二種住宅區,,,1100428,土地1建物1車位1,一層,九層,華廈(10層含以下有電梯),集合住宅、外廊,鋼筋混凝土造,1100109,166.72000000000003,2,2,2,有,有,11250000,67478,坡道平面,0.0,0,預售屋、或土地及建物分次登記案件；,RPSOMLPKOHGGFBB77DA,73.29,0.0,0.0,有,
北屯區,房地(土地+建物)+車位,天津路三段１１１號九樓之９,11.1,都市：其他:第二種住宅區,,,1100426,土地1建物1車位1,九層,九層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100109,82.79,1,1,1,有,有,7650000,92402,坡道機械,0.0,0,預售屋、或土地及建物分次登記案件；,RPTOMLPKOHGGFBB87DA,27.73,0.0,3.57,有,
北屯區,房地(土地+建物)+車位,環太東路４６６號十一樓之５,18.57,都市：其他:第三種住宅區。,,,1100517,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090820,116.97,2,1,1,有,有,8000000,68394,坡道平面,23.87,0,,RPTRMLRJOHGGFBB28DA,54.95,0.0,7.29,有,0141
北屯區,房地(土地+建物)+車位,環太東路６２３號一樓之５,27.38,都市：其他:第三種住宅區。,,,1100606,土地1建物1車位2,一層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1040615,174.26999999999998,3,2,2,有,有,9350000,53652,坡道平面,49.84,0,,RPVNMLSJOHGGFBB18DA,76.4,0.0,9.14,有,0142
北區,房地(土地+建物)+車位,臺灣大道二段３６０號十七樓之２,17.54,都市：其他:第三種住宅區。,,,1100513,土地2建物1車位2,十七層,二十八層,住宅大樓(11層含以上有電梯),辦公室,鋼骨鋼筋混凝土造,0890603,332.83000000000004,4,0,2,有,有,29600000,88934,坡道平面,24.35,0,,RPWRMLSJOHGGFBB68DA,177.2,4.45,21.71,有,0143
北區,房地(土地+建物),中清路一段４７１號,125.2,都市：其他:第三種住宅區。,,,1100326,土地3建物2車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0690213,393.66,15,1,15,有,無,29100000,73922,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLTJOHGGFBB67DA,393.66,0.0,0.0,有,0144
北區,房地(土地+建物)+車位,育樂街６２號十一樓之７,9.44,都市：其他:第二之一種商業區,,,1100525,土地1建物1車位1,十一層,二十一層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1080513,107.38,1,1,1,有,有,7850000,73105,坡道平面,34.66,0,,RPUNMLPJOHGGFBB77DA,45.01,0.0,5.2,有,0145
北屯區,房地(土地+建物)+車位,豐樂路２８之８號四樓之２,56.86,都市：其他:第二種住宅區,,,1100603,土地1建物1車位2,四層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090304,248.19,3,3,2,有,有,23380000,94202,坡道平面,50.2,0,,RPOPMLNJOHGGFBB17DA,122.61,0.0,12.04,有,0146
北區,房地(土地+建物)+車位,忠明七街３０號四樓之２,15.62,都市：其他:第三種住宅區。,,,1100502,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1011220,92.09,2,2,2,有,有,7100000,77098,升降機械,14.87,0,夾層；,RPXNMLMJOHGGFBB77DA,39.58,2.85,7.33,有,0147
北屯區,房地(土地+建物),平德路４１巷５號四樓,19.6,都市：其他:第三之二種住宅區,,,1100507,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690902,95.63,4,0,4,有,無,4250000,44442,,0.0,0,陽台外推；,RPTOMLMJOHGGFBB47DA,89.0,0.0,6.63,無,0148
